Total products: 391
==================================================================================================================================
ID       Brand                     Category        Title                                                        Folder
  鈿?Category is 'pants' but title seems wrong

ID: 10126 | prod_126
  Title: Gucci GG Supreme Messenger Bag
  Brand: Gucci | Category: jackets
  鈿?Category is 'jackets' but title mentions bags/shoes

ID: 10036 | prod_36
  Title: Classic Cotton Zip-Up Hoodie
  Brand: Corteiz | Category: hoodies
  鈿?Brand 'Corteiz' not found in title

ID: 10135 | prod_135
  Title: Designer Knitwear Collection (Dior/LV/Celine)
  Brand: Mixed Luxury | Category: general
  鈿?Brand 'Mixed Luxury' not found in title

ID: 10105 | prod_105
  Title: Asics Gel-Kayano 14 'Metallic Silver'
  Brand: ASICS | Category: shoes
  鈿?Category is 'shoes' but title doesn't seem shoe-related

ID: 10301 | prod_301
  Title: Nike Nocta x Hot Step Terra Collection
  Brand: Nike | Category: shoes
  鈿?Category is 'shoes' but title doesn't seem shoe-related

ID: 10158 | prod_158
  Title: Stone Island Lambswool Crewneck Knit
  Brand: Stone Island | Category: shoes
  鈿?Category is 'shoes' but title doesn't seem shoe-related

ID: 10280 | prod_280
  Title: Premium Pants
  Brand: Other | Category: pants
  鈿?Brand 'Other' not found in title

ID: 10203 | prod_203
  Title: New Balance 2002R Protection Pack Rain Cloud
  Brand: New Balance | Category: shoes
  鈿?Category is 'shoes' but title doesn't seem shoe-related

ID: 10353 | prod_353
  Title: Premium General
  Brand: Other | Category: general
  鈿?Brand 'Other' not found in title

ID: 10284 | prod_284
  Title: Premium General
  Brand: Other | Category: general
  鈿?Brand 'Other' not found in title

ID: 10004 | prod_4
  Title: Premium Accessories
  Brand: Other | Category: accessories
  鈿?Brand 'Other' not found in title

ID: 10321 | prod_321
  Title: Premium Accessories
  Brand: Versace | Category: accessories
  鈿?Brand 'Versace' not found in title

ID: 10385 | prod_385
  Title: Premium Puffer Jacket
  Brand: Nike | Category: jackets
  鈿?Brand 'Nike' not found in title

ID: 10028 | prod_28
  Title: Premium General
  Brand: Other | Category: general
  鈿?Brand 'Other' not found in title

ID: 10021 | prod_21
  Title: Premium General
  Brand: Other | Category: general
  鈿?Brand 'Other' not found in title

ID: 10195 | prod_195
  Title: Premium Bag
  Brand: Other | Category: bags
  鈿?Brand 'Other' not found in title

ID: 10285 | prod_285
  Title: Premium General
  Brand: Other | Category: general
  鈿?Brand 'Other' not found in title

ID: 10286 | prod_286
  Title: Premium General
  Brand: Other | Category: general
  鈿?Brand 'Other' not found in title

ID: 10241 | prod_241
  Title: Premium Bag
  Brand: Other | Category: bags
  鈿?Brand 'Other' not found in title

ID: 10106 | prod_106
  Title: Bape College Logo Tee White
  Brand: BAPE | Category: shoes
  鈿?Category is 'shoes' but title doesn't seem shoe-related

ID: 10039 | prod_39
  Title: Premium Hoodie
  Brand: Other | Category: hoodies
  鈿?Brand 'Other' not found in title

ID: 10041 | prod_41
  Title: Premium Pants
  Brand: Other | Category: pants
  鈿?Brand 'Other' not found in title

ID: 10145 | prod_145
  Title: New Balance 2002R 'Protection Pack'
  Brand: New Balance | Category: shoes
  鈿?Category is 'shoes' but title doesn't seem shoe-related

ID: 10389 | prod_389
  Title: Premium General
  Brand: Other | Category: general
  鈿?Brand 'Other' not found in title

ID: 10084 | prod_84
  Title: Dior B23 Low-Top 'Oblique'
  Brand: Dior | Category: shoes
  鈿?Category is 'shoes' but title doesn't seem shoe-related

ID: 10379 | prod_379
  Title: Premium Pants
  Brand: Other | Category: pants
  鈿?Brand 'Other' not found in title

ID: 10187 | prod_187
  Title: Premium Bag
  Brand: Other | Category: bags
  鈿?Brand 'Other' not found in title

ID: 10100 | prod_100
  Title: Premium General
  Brand: Other | Category: general
  鈿?Brand 'Other' not found in title

ID: 10171 | prod_171
  Title: Premium Bag
  Brand: Other | Category: bags
  鈿?Brand 'Other' not found in title

ID: 10177 | prod_177
  Title: Premium General
  Brand: Other | Category: general
  鈿?Brand 'Other' not found in title

ID: 10168 | prod_168
  Title: Premium Hoodie
  Brand: Other | Category: hoodies
  鈿?Brand 'Other' not found in title

ID: 10218 | prod_218
  Title: Premium Puffer
  Brand: Other | Category: jackets
  鈿?Brand 'Other' not found in title

ID: 10319 | prod_319
  Title: Premium General
  Brand: Stussy | Category: general
  鈿?Brand 'Stussy' not found in title

ID: 10279 | prod_279
  Title: Premium Pants
  Brand: Other | Category: pants
  鈿?Brand 'Other' not found in title

ID: 10205 | prod_205
  Title: Premium Tee
  Brand: Other | Category: tshirts
  鈿?Brand 'Other' not found in title

ID: 10190 | prod_190
  Title: Premium Jacket
  Brand: Other | Category: jackets
  鈿?Brand 'Other' not found in title

ID: 10325 | prod_325
  Title: Premium Pants
  Brand: Other | Category: pants
  鈿?Brand 'Other' not found in title

ID: 10244 | prod_244
  Title: Hermes Oran Sandals Gold/White
  Brand: Herm猫s | Category: shoes
  鈿?Brand 'Herm猫s' not found in title

ID: 10222 | prod_222
  Title: Premium Cap
  Brand: Other | Category: accessories
  鈿?Brand 'Other' not found in title

ID: 10214 | prod_214
  Title: Premium Hoodie
  Brand: Other | Category: hoodies
  鈿?Brand 'Other' not found in title

ID: 10216 | prod_216
  Title: Premium Accessories
  Brand: Other | Category: accessories
  鈿?Brand 'Other' not found in title

ID: 10065 | prod_65
  Title: Gymshark Training T-Shirt
  Brand: Balenciaga | Category: tshirts
  鈿?Brand 'Balenciaga' not found in title

ID: 10164 | prod_164
  Title: Premium T-Shirt
  Brand: Other | Category: tshirts
  鈿?Brand 'Other' not found in title

ID: 10166 | prod_166
  Title: Premium Hoodie
  Brand: Other | Category: hoodies
  鈿?Brand 'Other' not found in title

ID: 10180 | prod_180
  Title: Premium Cap
  Brand: Other | Category: accessories
  鈿?Brand 'Other' not found in title

ID: 10384 | prod_384
  Title: Premium T-Shirt
  Brand: Nike | Category: tshirts
  鈿?Brand 'Nike' not found in title

ID: 10185 | prod_185
  Title: Premium Accessories
  Brand: Other | Category: accessories
  鈿?Brand 'Other' not found in title

ID: 10382 | prod_382
  Title: Premium Accessories
  Brand: Chrome Hearts | Category: accessories
  鈿?Brand 'Chrome Hearts' not found in title

ID: 10188 | prod_188
  Title: Premium T-Shirt
  Brand: Other | Category: tshirts
  鈿?Brand 'Other' not found in title

ID: 10272 | prod_272
  Title: Premium Jacket
  Brand: Other | Category: jackets
  鈿?Brand 'Other' not found in title

ID: 10032 | prod_32
  Title: Premium Bag
  Brand: Other | Category: bags
  鈿?Brand 'Other' not found in title

ID: 10091 | prod_91
  Title: Nike x Sacai VaporWaffle 'Royal Fuchsia'
  Brand: Nike | Category: shoes
  鈿?Category is 'shoes' but title doesn't seem shoe-related

ID: 10077 | prod_77
  Title: A Bathing Ape Bape Sta 'White/Blue'
  Brand: BAPE | Category: shoes
  鈿?Category is 'shoes' but title doesn't seem shoe-related

ID: 10008 | prod_8
  Title: Premium Puffer Jacket
  Brand: Other | Category: jackets
  鈿?Brand 'Other' not found in title

ID: 10282 | prod_282
  Title: Premium Pants
  Brand: Chrome Hearts | Category: pants
  鈿?Brand 'Chrome Hearts' not found in title

ID: 10194 | prod_194
  Title: Premium Jacket
  Brand: Other | Category: jackets
  鈿?Brand 'Other' not found in title

ID: 10367 | prod_367
  Title: Premium Hoodie
  Brand: Other | Category: hoodies
  鈿?Brand 'Other' not found in title

ID: 10239 | prod_239
  Title: Premium Bag
  Brand: Other | Category: bags
  鈿?Brand 'Other' not found in title

ID: 10149 | prod_149
  Title: New Balance 993 'Aime Leon Dore'
  Brand: New Balance | Category: shoes
  鈿?Category is 'shoes' but title doesn't seem shoe-related

ID: 10331 | prod_331
  Title: New Balance 9060 Sea Salt
  Brand: New Balance | Category: shoes
  鈿?Category is 'shoes' but title doesn't seem shoe-related

ID: 10341 | prod_341
  Title: Premium Cardigan
  Brand: Polo Ralph Lauren | Category: general
  鈿?Brand 'Polo Ralph Lauren' not found in title

ID: 10016 | prod_16
  Title: Premium Pants
  Brand: Other | Category: pants
  鈿?Brand 'Other' not found in title

ID: 10313 | prod_313
  Title: Chrome Hearts Forever Spacer Ring
  Brand: Chrome Hearts | Category: shoes
  鈿?Category is 'shoes' but title doesn't seem shoe-related

ID: 10246 | prod_246
  Title: Premium Bag
  Brand: Other | Category: bags
  鈿?Brand 'Other' not found in title

ID: 10030 | prod_30
  Title: Premium General
  Brand: Other | Category: general
  鈿?Brand 'Other' not found in title

ID: 10332 | prod_332
  Title: Adidas Samba OG Core Black
  Brand: Adidas | Category: shoes
  鈿?Category is 'shoes' but title doesn't seem shoe-related

ID: 10010 | prod_10
  Title: Premium Jacket
  Brand: Other | Category: jackets
  鈿?Brand 'Other' not found in title

ID: 10199 | prod_199
  Title: Premium Jacket
  Brand: Other | Category: jackets
  鈿?Brand 'Other' not found in title

ID: 10294 | prod_294
  Title: Premium Pants
  Brand: Other | Category: pants
  鈿?Brand 'Other' not found in title

ID: 10380 | prod_380
  Title: Louis Vuitton Keepall Bandouliere 50 Monogram
  Brand: Louis Vuitton | Category: shoes
  鈿?Category is 'shoes' but title doesn't seem shoe-related

ID: 10359 | prod_359
  Title: Saint Alexander Tracksuit
  Brand: Other | Category: pants
  鈿?Brand 'Other' not found in title

ID: 10315 | prod_315
  Title: Chrome Hearts Filigree Cross Pendant
  Brand: Chrome Hearts | Category: shoes
  鈿?Category is 'shoes' but title doesn't seem shoe-related

ID: 10370 | prod_370
  Title: Premium General
  Brand: Polo Ralph Lauren | Category: general
  鈿?Brand 'Polo Ralph Lauren' not found in title

ID: 10078 | prod_78
  Title: A Bathing Ape Bape Sta 'White/Red'
  Brand: BAPE | Category: shoes
  鈿?Category is 'shoes' but title doesn't seem shoe-related

ID: 10037 | prod_37
  Title: Premium Pants
  Brand: Other | Category: pants
  鈿?Brand 'Other' not found in title

ID: 10215 | prod_215
  Title: Premium Hoodie
  Brand: Other | Category: hoodies
  鈿?Brand 'Other' not found in title

ID: 10038 | prod_38
  Title: Premium General
  Brand: Other | Category: general
  鈿?Brand 'Other' not found in title

ID: 10338 | prod_338
  Title: Premium General
  Brand: Other | Category: general
  鈿?Brand 'Other' not found in title

ID: 10258 | prod_258
  Title: Premium Pants
  Brand: Other | Category: pants
  鈿?Brand 'Other' not found in title

ID: 10261 | prod_261
  Title: Premium Sneaker
  Brand: Nike | Category: shoes
  鈿?Brand 'Nike' not found in title

ID: 10000 | prod_0
  Title: Premium Sneaker
  Brand: Other | Category: shoes
  鈿?Brand 'Other' not found in title

ID: 10047 | prod_47
  Title: Premium Hoodie
  Brand: Other | Category: hoodies
  鈿?Brand 'Other' not found in title

ID: 10178 | prod_178
  Title: Premium T-Shirt
  Brand: Other | Category: tshirts
  鈿?Brand 'Other' not found in title

ID: 10043 | prod_43
  Title: Premium General
  Brand: Other | Category: general
  鈿?Brand 'Other' not found in title

ID: 10269 | prod_269
  Title: Premium Sneaker
  Brand: Other | Category: shoes
  鈿?Brand 'Other' not found in title

ID: 10208 | prod_208
  Title: Jordan Jumpman Sweatpants
  Brand: Nike | Category: pants
  鈿?Brand 'Nike' not found in title

ID: 10372 | prod_372
  Title: LV Artistic Print Leather Wallet
  Brand: Louis Vuitton | Category: bags
  鈿?Brand 'Louis Vuitton' not found in title

ID: 10025 | prod_25
  Title: Premium Pants
  Brand: Other | Category: pants
  鈿?Brand 'Other' not found in title

ID: 10344 | prod_344
  Title: Adidas F50 Elite AG Soccer Cleats
  Brand: Adidas | Category: shoes
  鈿?Category is 'shoes' but title doesn't seem shoe-related

ID: 10207 | prod_207
  Title: Premium General
  Brand: Other | Category: general
  鈿?Brand 'Other' not found in title

ID: 10040 | prod_40
  Title: Premium General
  Brand: Other | Category: general
  鈿?Brand 'Other' not found in title

ID: 10371 | prod_371
  Title: Premium General
  Brand: Chrome Hearts | Category: general
  鈿?Brand 'Chrome Hearts' not found in title

ID: 10209 | prod_209
  Title: Premium Pants
  Brand: Other | Category: pants
  鈿?Brand 'Other' not found in title

ID: 10335 | prod_335
  Title: Premium Hoodie
  Brand: Other | Category: hoodies
  鈿?Brand 'Other' not found in title

ID: 10024 | prod_24
  Title: Premium Tee
  Brand: Other | Category: tshirts
  鈿?Brand 'Other' not found in title

ID: 10183 | prod_183
  Title: Football National Team Training Tracksuit
  Brand: Soccer | Category: jackets
  鈿?Brand 'Soccer' not found in title

ID: 10376 | prod_376
  Title: Premium Pants
  Brand: Nike | Category: pants
  鈿?Brand 'Nike' not found in title

ID: 10011 | prod_11
  Title: Nike T-Shirt
  Brand: Other | Category: tshirts
  鈿?Brand 'Other' not found in title

ID: 10150 | prod_150
  Title: ASICS x JJJJound Gel-Kayano 14
  Brand: ASICS | Category: shoes
  鈿?Category is 'shoes' but title doesn't seem shoe-related

ID: 10202 | prod_202
  Title: Premium Belt
  Brand: Louis Vuitton | Category: accessories
  鈿?Brand 'Louis Vuitton' not found in title

ID: 10211 | prod_211
  Title: Premium Hoodie
  Brand: Other | Category: hoodies
  鈿?Brand 'Other' not found in title

ID: 10260 | prod_260
  Title: Premium General
  Brand: Other | Category: general
  鈿?Brand 'Other' not found in title

ID: 10138 | prod_138
  Title: Retro Golden State Warriors Basketball Jersey
  Brand: NBA | Category: jerseys
  鈿?Brand 'NBA' not found in title

ID: 10007 | prod_7
  Title: Premium Accessories
  Brand: Other | Category: accessories
  鈿?Brand 'Other' not found in title

ID: 10250 | prod_250
  Title: Premium Accessories
  Brand: Chrome Hearts | Category: accessories
  鈿?Brand 'Chrome Hearts' not found in title

ID: 10245 | prod_245
  Title: Premium Pants
  Brand: Other | Category: pants
  鈿?Brand 'Other' not found in title

ID: 10197 | prod_197
  Title: Premium T-Shirt
  Brand: Nike | Category: tshirts
  鈿?Brand 'Nike' not found in title

ID: 10184 | prod_184
  Title: Premium T-Shirt
  Brand: Other | Category: tshirts
  鈿?Brand 'Other' not found in title

ID: 10009 | prod_9
  Title: Premium Tee
  Brand: Other | Category: tshirts
  鈿?Brand 'Other' not found in title

ID: 10308 | prod_308
  Title: Premium General
  Brand: Chrome Hearts | Category: general
  鈿?Brand 'Chrome Hearts' not found in title

ID: 10369 | prod_369
  Title: Premium Accessories
  Brand: Other | Category: accessories
  鈿?Brand 'Other' not found in title

ID: 10291 | prod_291
  Title: Premium General
  Brand: Other | Category: general
  鈿?Brand 'Other' not found in title

ID: 10003 | prod_3
  Title: Premium Bag
  Brand: Other | Category: bags
  鈿?Brand 'Other' not found in title

ID: 10196 | prod_196
  Title: Premium Belt
  Brand: Other | Category: accessories
  鈿?Brand 'Other' not found in title

ID: 10277 | prod_277
  Title: Premium Accessories
  Brand: Other | Category: accessories
  鈿?Brand 'Other' not found in title

ID: 10243 | prod_243
  Title: Premium Accessories
  Brand: Chrome Hearts | Category: accessories
  鈿?Brand 'Chrome Hearts' not found in title

ID: 10339 | prod_339
  Title: Premium Accessories
  Brand: Other | Category: accessories
  鈿?Brand 'Other' not found in title

ID: 10255 | prod_255
  Title: Premium Tee
  Brand: Other | Category: tshirts
  鈿?Brand 'Other' not found in title

ID: 10001 | prod_1
  Title: Premium General
  Brand: Other | Category: general
  鈿?Brand 'Other' not found in title

ID: 10302 | prod_302
  Title: Premium Pants
  Brand: Other | Category: pants
  鈿?Brand 'Other' not found in title

ID: 10005 | prod_5
  Title: Premium T-Shirt
  Brand: Other | Category: tshirts
  鈿?Brand 'Other' not found in title

ID: 10309 | prod_309
  Title: Premium Pants
  Brand: Other | Category: pants
  鈿?Brand 'Other' not found in title

ID: 10323 | prod_323
  Title: Premium Hoodie
  Brand: Other | Category: jackets
  鈿?Brand 'Other' not found in title

ID: 10326 | prod_326
  Title: Premium Pants
  Brand: Other | Category: pants
  鈿?Brand 'Other' not found in title

ID: 10288 | prod_288
  Title: Premium Pants
  Brand: Other | Category: pants
  鈿?Brand 'Other' not found in title

ID: 10262 | prod_262
  Title: Premium T-Shirt
  Brand: Other | Category: tshirts
  鈿?Brand 'Other' not found in title

ID: 10297 | prod_297
  Title: Premium Jersey
  Brand: Other | Category: jerseys
  鈿?Brand 'Other' not found in title

ID: 10173 | prod_173
  Title: Premium Pants
  Brand: Other | Category: pants
  鈿?Brand 'Other' not found in title

ID: 10240 | prod_240
  Title: Premium Bag
  Brand: Other | Category: bags
  鈿?Brand 'Other' not found in title

ID: 10390 | prod_390
  Title: Luxurious Geometric Patterned Messenger Bag
  Brand: Hermes | Category: bags
  鈿?Brand 'Hermes' not found in title

ID: 10204 | prod_204
  Title: Premium Belt
  Brand: Gucci | Category: accessories
  鈿?Brand 'Gucci' not found in title

ID: 10329 | prod_329
  Title: Premium Tee
  Brand: Nike | Category: sets
  鈿?Brand 'Nike' not found in title

ID: 10176 | prod_176
  Title: Premium Cap
  Brand: Other | Category: accessories
  鈿?Brand 'Other' not found in title

ID: 10228 | prod_228
  Title: Premium Hoodie
  Brand: Other | Category: hoodies
  鈿?Brand 'Other' not found in title

ID: 10312 | prod_312
  Title: Premium Belt
  Brand: Gucci | Category: accessories
  鈿?Brand 'Gucci' not found in title

ID: 10048 | prod_48
  Title: Premium Cap
  Brand: Other | Category: accessories
  鈿?Brand 'Other' not found in title

ID: 10252 | prod_252
  Title: Premium Belt
  Brand: Other | Category: accessories
  鈿?Brand 'Other' not found in title

ID: 10181 | prod_181
  Title: Premium General
  Brand: Other | Category: general
  鈿?Brand 'Other' not found in title
